            JDTDB             Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,             X_s,             Y_s,             Z_s,            VX_s,            VY_s,            VZ_s,
********************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2461246.875000000, A.D. 2026-Jul-25 09:00:00.0000, -1.208158159708111E+07, -7.758989279543911E+07, -3.143556832606565E+07,  4.715236997244255E+01,  2.128171467578323E+00,  2.588803393066459E+00,  7.14562844E+06,  2.71628656E+05,  4.17775731E+05,  3.86383968E-01,  2.62322097E+00,  1.06971654E+00,
2461246.916666667, A.D. 2026-Jul-25 10:00:00.0000, -1.191181586704367E+07, -7.758211921821621E+07, -3.142620270360918E+07,  4.716190349373876E+01,  2.190494291521290E+00,  2.614324166699497E+00,  7.14700986E+06,  2.81077521E+05,  4.21628421E+05,  3.81066368E-01,  2.62614756E+00,  1.07066609E+00,
2461246.958333333, A.D. 2026-Jul-25 11:00:00.0000, -1.174201604334951E+07, -7.757412115212540E+07, -3.141674516353370E+07,  4.717131082998372E+01,  2.252887461071136E+00,  2.639868716790000E+00,  7.14837210E+06,  2.90536901E+05,  4.25484520E+05,  3.75733091E-01,  2.62906283E+00,  1.07161045E+00,
2461247.000000000, A.D. 2026-Jul-25 12:00:00.0000, -1.157218258094155E+07, -7.756589834440139E+07, -3.140719562046221E+07,  4.718059160426463E+01,  2.315350709786814E+00,  2.665436921891462E+00,  7.14971511E+06,  3.00006756E+05,  4.29344010E+05,  3.70384160E-01,  2.63196670E+00,  1.07254961E+00,
2461247.041666667, A.D. 2026-Jul-25 13:00:00.0000, -1.140231593612420E+07, -7.755745054324198E+07, -3.139755398945668E+07,  4.718974544021930E+01,  2.377883769209477E+00,  2.691028659762656E+00,  7.15103885E+06,  3.09487045E+05,  4.33206871E+05,  3.65019600E-01,  2.63485910E+00,  1.07348352E+00,
2461247.083333333, A.D. 2026-Jul-25 14:00:00.0000, -1.123241656655018E+07, -7.754877749781479E+07, -3.138782018602028E+07,  4.719877196204965E+01,  2.440486368864415E+00,  2.716643807368910E+00,  7.15234324E+06,  3.18977725E+05,  4.37073085E+05,  3.59639436E-01,  2.63773993E+00,  1.07441216E+00,
2461247.125000000, A.D. 2026-Jul-25 15:00:00.0000, -1.106248493122406E+07, -7.753987895826477E+07, -3.137799412610048E+07,  4.720767079453417E+01,  2.503158236256930E+00,  2.742282240880904E+00,  7.15362823E+06,  3.28478756E+05,  4.40942632E+05,  3.54243694E-01,  2.64060911E+00,  1.07533548E+00,
2461247.166666667, A.D. 2026-Jul-25 16:00:00.0000, -1.089252149050572E+07, -7.753075467572176E+07, -3.136807572609233E+07,  4.721644156304066E+01,  2.565899096868277E+00,  2.767943835673496E+00,  7.15489377E+06,  3.37990094E+05,  4.44815494E+05,  3.48832399E-01,  2.64346656E+00,  1.07625347E+00,
2461247.208333333, A.D. 2026-Jul-25 17:00:00.0000, -1.072252670609704E+07, -7.752140440230729E+07, -3.135806490284064E+07,  4.722508389353978E+01,  2.628708674157830E+00,  2.793628466327092E+00,  7.15613981E+06,  3.47511698E+05,  4.48691650E+05,  3.43405580E-01,  2.64631219E+00,  1.07716607E+00,
2461247.250000000, A.D. 2026-Jul-25 18:00:00.0000, -1.055250104104534E+07, -7.751182789114198E+07, -3.134796157364313E+07,  4.723359741261773E+01,  2.691586689559185E+00,  2.819336006626540E+00,  7.15736627E+06,  3.57043525E+05,  4.52571083E+05,  3.37963262E-01,  2.64914592E+00,  1.07807327E+00,
2461247.291666667, A.D. 2026-Jul-25 19:00:00.0000, -1.038244495974665E+07, -7.750202489635332E+07, -3.133776565625369E+07,  4.724198174748911E+01,  2.754532862476313E+00,  2.845066329560049E+00,  7.15857312E+06,  3.66585532E+05,  4.56453771E+05,  3.32505474E-01,  2.65196766E+00,  1.07897503E+00,
2461247.333333333, A.D. 2026-Jul-25 20:00:00.0000, -1.021235892793231E+07, -7.749199517308226E+07, -3.132747706888456E+07,  4.725023652601053E+01,  2.817546910285968E+00,  2.870819307320664E+00,  7.15976030E+06,  3.76137676E+05,  4.60339696E+05,  3.27032245E-01,  2.65477733E+00,  1.07987131E+00,
2461247.375000000, A.D. 2026-Jul-25 21:00:00.0000, -1.004224341267219E+07, -7.748173847749086E+07, -3.131709573020944E+07,  4.725836137669359E+01,  2.880628548334015E+00,  2.896594811305249E+00,  7.16092774E+06,  3.85699913E+05,  4.64228838E+05,  3.21543602E-01,  2.65757484E+00,  1.08076209E+00,
2461247.416666667, A.D. 2026-Jul-25 22:00:00.0000, -9.872098882377909E+06, -7.747125456676990E+07, -3.130662155936690E+07,  4.726635592871779E+01,  2.943777489931802E+00,  2.922392712113507E+00,  7.16207539E+06,  3.95272198E+05,  4.68121176E+05,  3.16039576E-01,  2.66036011E+00,  1.08164732E+00,
2461247.458333333, A.D. 2026-Jul-25 23:00:00.0000, -9.701925806789242E+06, -7.746054319914556E+07, -3.129605447596232E+07,  4.727421981194428E+01,  3.006993446358821E+00,  2.948212879549557E+00,  7.16320320E+06,  4.04854489E+05,  4.72016692E+05,  3.10520196E-01,  2.66313305E+00,  1.08252698E+00,
2461247.500000000, A.D. 2026-Jul-26 00:00:00.0000, -9.531724656977208E+06, -7.744960413388710E+07, -3.128539440007130E+07,  4.728195265692899E+01,  3.070276126859256E+00,  2.974055182621019E+00,  7.16431112E+06,  4.14446740E+05,  4.75915364E+05,  3.04985494E-01,  2.66589358E+00,  1.08340103E+00,
2461247.541666667, A.D. 2026-Jul-26 01:00:00.0000, -9.361495905347137E+06, -7.743843713131452E+07, -3.127464125224277E+07,  4.728955409493562E+01,  3.133625238638595E+00,  2.999919489538122E+00,  7.16539908E+06,  4.24048906E+05,  4.79817172E+05,  2.99435500E-01,  2.66864161E+00,  1.08426944E+00,
2461247.583333333, A.D. 2026-Jul-26 02:00:00.0000, -9.191240025624931E+06, -7.742704195280515E+07, -3.126379495350116E+07,  4.729702375794967E+01,  3.197040486866535E+00,  3.025805667715399E+00,  7.16646703E+06,  4.33660943E+05,  4.83722097E+05,  2.93870246E-01,  2.67137706E+00,  1.08513218E+00,
2461247.625000000, A.D. 2026-Jul-26 03:00:00.0000, -9.020957492860036E+06, -7.741541836080144E+07, -3.125285542534970E+07,  4.730436127869154E+01,  3.260521574673767E+00,  3.051713583770861E+00,  7.16751493E+06,  4.43282804E+05,  4.87630117E+05,  2.88289764E-01,  2.67409984E+00,  1.08598921E+00,
2461247.666666667, A.D. 2026-Jul-26 04:00:00.0000, -8.850648783428328E+06, -7.740356611881858E+07, -3.124182258977350E+07,  4.731156629062976E+01,  3.324068203148820E+00,  3.077643103525216E+00,  7.16854270E+06,  4.52914445E+05,  4.91541212E+05,  2.82694088E-01,  2.67680987E+00,  1.08684051E+00,
2461247.708333333, A.D. 2026-Jul-26 05:00:00.0000, -8.680314375018261E+06, -7.739148499145111E+07, -3.123069636924188E+07,  4.731863842799510E+01,  3.387680071341228E+00,  3.103594092003659E+00,  7.16955031E+06,  4.62555819E+05,  4.95455362E+05,  2.77083249E-01,  2.67950706E+00,  1.08768603E+00,
2461247.750000000, A.D. 2026-Jul-26 06:00:00.0000, -8.509954746633656E+06, -7.737917474438074E+07, -3.121947668671146E+07,  4.732557732579379E+01,  3.451356876258552E+00,  3.129566413435161E+00,  7.17053768E+06,  4.72206879E+05,  4.99372544E+05,  2.71457284E-01,  2.68219133E+00,  1.08852574E+00,
2461247.791666667, A.D. 2026-Jul-26 07:00:00.0000, -8.339570378596483E+06, -7.736663514438391E+07, -3.120816346562942E+07,  4.733238261982095E+01,  3.515098312863461E+00,  3.155559931251780E+00,  7.17150478E+06,  4.81867579E+05,  5.03292740E+05,  2.65816226E-01,  2.68486259E+00,  1.08935962E+00,
2461247.833333333, A.D. 2026-Jul-26 08:00:00.0000, -8.169161752532826E+06, -7.735386595933859E+07, -3.119675662993568E+07,  4.733905394667470E+01,  3.578904074077172E+00,  3.181574508090566E+00,  7.17245154E+06,  4.91537873E+05,  5.07215927E+05,  2.60160110E-01,  2.68752076E+00,  1.09018763E+00,
2461247.875000000, A.D. 2026-Jul-26 09:00:00.0000, -7.998729351375549E+06, -7.734086695823184E+07, -3.118525610406606E+07,  4.734559094376962E+01,  3.642773850776700E+00,  3.207610005792954E+00,  7.17337792E+06,  5.01217712E+05,  5.11142084E+05,  2.54488972E-01,  2.69016575E+00,  1.09100973E+00,
2461247.916666667, A.D. 2026-Jul-26 10:00:00.0000, -7.828273659366914E+06, -7.732763791116770E+07, -3.117366181295560E+07,  4.735199324935026E+01,  3.706707331792207E+00,  3.233666285404175E+00,  7.17428385E+06,  5.10907049E+05,  5.15071189E+05,  2.48802848E-01,  2.69279747E+00,  1.09182590E+00,
2461247.958333333, A.D. 2026-Jul-26 11:00:00.0000, -7.657795162044411E+06, -7.731417858937363E+07, -3.116197368204062E+07,  4.735826050250533E+01,  3.770704203910663E+00,  3.259743207175270E+00,  7.17516928E+06,  5.20605837E+05,  5.19003223E+05,  2.43101775E-01,  2.69541584E+00,  1.09263610E+00,
2461248.000000000, A.D. 2026-Jul-26 12:00:00.0000, -7.487294346243266E+06, -7.730048876520838E+07, -3.115019163726193E+07,  4.736439234318133E+01,  3.834764151873413E+00,  3.285840630562598E+00,  7.17603416E+06,  5.30314026E+05,  5.22938162E+05,  2.37385791E-01,  2.69802078E+00,  1.09344029E+00,
2461248.041666667, A.D. 2026-Jul-26 13:00:00.0000, -7.316771700098914E+06, -7.728656821216977E+07, -3.113831560506815E+07,  4.737038841219616E+01,  3.898886858373731E+00,  3.311958414227353E+00,  7.17687844E+06,  5.40031569E+05,  5.26875985E+05,  2.31654933E-01,  2.70061220E+00,  1.09423845E+00,
2461248.083333333, A.D. 2026-Jul-26 14:00:00.0000, -7.146227713032679E+06, -7.727241670490108E+07, -3.112634551241777E+07,  4.737624835125344E+01,  3.963072004060793E+00,  3.338096416037690E+00,  7.17770206E+06,  5.49758417E+05,  5.30816671E+05,  2.25909240E-01,  2.70319001E+00,  1.09503054E+00,
2461248.125000000, A.D. 2026-Jul-26 15:00:00.0000, -6.975662875754131E+06, -7.725803401919904E+07, -3.111428128678235E+07,  4.738197180295617E+01,  4.027319267537447E+00,  3.364254493068332E+00,  7.17850497E+06,  5.59494520E+05,  5.34760198E+05,  2.20148752E-01,  2.70575413E+00,  1.09581653E+00,
2461248.166666667, A.D. 2026-Jul-26 16:00:00.0000, -6.805077680263417E+06, -7.724341993202147E+07, -3.110212285614980E+07,  4.738755841082059E+01,  4.091628325358053E+00,  3.390432501600202E+00,  7.17928711E+06,  5.69239829E+05,  5.38706543E+05,  2.14373508E-01,  2.70830448E+00,  1.09659638E+00,
2461248.208333333, A.D. 2026-Jul-26 17:00:00.0000, -6.634472619836776E+06, -7.722857422149386E+07, -3.108987014902649E+07,  4.739300781929047E+01,  4.155998852032736E+00,  3.416630297122664E+00,  7.18004844E+06,  5.78994295E+05,  5.42655684E+05,  2.08583548E-01,  2.71084096E+00,  1.09737007E+00,
2461248.250000000, A.D. 2026-Jul-26 18:00:00.0000, -6.463848189028755E+06, -7.721349666691712E+07, -3.107752309444041E+07,  4.739831967375095E+01,  4.220430520025407E+00,  3.442847734333240E+00,  7.18078890E+06,  5.88757866E+05,  5.46607600E+05,  2.02778914E-01,  2.71336349E+00,  1.09813756E+00,
2461248.291666667, A.D. 2026-Jul-26 19:00:00.0000, -6.293204883674389E+06, -7.719818704877546E+07, -3.106508162194450E+07,  4.740349362054252E+01,  4.284922999751870E+00,  3.469084667137347E+00,  7.18150843E+06,  5.98530494E+05,  5.50562267E+05,  1.96959647E-01,  2.71587200E+00,  1.09889882E+00,
2461248.333333333, A.D. 2026-Jul-26 20:00:00.0000, -6.122543200874560E+06, -7.718264514874281E+07, -3.105254566161863E+07,  4.740852930697536E+01,  4.349475959584355E+00,  3.495340948650667E+00,  7.18220699E+06,  6.08312127E+05,  5.54519664E+05,  1.91125788E-01,  2.71836638E+00,  1.09965381E+00,
2461248.375000000, A.D. 2026-Jul-26 21:00:00.0000, -5.951863638998064E+06, -7.716687074969059E+07, -3.103991514407291E+07,  4.741342638134333E+01,  4.414089065849806E+00,  3.521616431198958E+00,  7.18288452E+06,  6.18102714E+05,  5.58479767E+05,  1.85277381E-01,  2.72084656E+00,  1.10040250E+00,
2461248.416666667, A.D. 2026-Jul-26 22:00:00.0000, -5.781166697683636E+06, -7.715086363569570E+07, -3.102719000045084E+07,  4.741818449293800E+01,  4.478761982828258E+00,  3.547910966317921E+00,  7.18354097E+06,  6.27902205E+05,  5.62442554E+05,  1.79414470E-01,  2.72331246E+00,  1.10114487E+00,
2461248.458333333, A.D. 2026-Jul-26 23:00:00.0000, -5.610452877825158E+06, -7.713462359204674E+07, -3.101437016243148E+07,  4.742280329206307E+01,  4.543494372757649E+00,  3.574224404755669E+00,  7.18417628E+06,  6.37710546E+05,  5.66408002E+05,  1.73537097E-01,  2.72576398E+00,  1.10188087E+00,
2461248.500000000, A.D. 2026-Jul-27 00:00:00.0000, -5.439722681573569E+06, -7.711815040525192E+07, -3.100145556223258E+07,  4.742728243004857E+01,  4.608285895832385E+00,  3.600556596472674E+00,  7.18479042E+06,  6.47527687E+05,  5.70376089E+05,  1.67645308E-01,  2.72820104E+00,  1.10261048E+00,
2461248.541666667, A.D. 2026-Jul-27 01:00:00.0000, -5.268976612338752E+06, -7.710144386304703E+07, -3.098844613261386E+07,  4.743162155926456E+01,  4.673136210201729E+00,  3.626907390641729E+00,  7.18538331E+06,  6.57353575E+05,  5.74346790E+05,  1.61739147E-01,  2.73062356E+00,  1.10333365E+00,
2461248.583333333, A.D. 2026-Jul-27 02:00:00.0000, -5.098215174774562E+06, -7.708450375440164E+07, -3.097534180687902E+07,  4.743582033313667E+01,  4.738044971975720E+00,  3.653276635650544E+00,  7.18595492E+06,  6.67188159E+05,  5.78320083E+05,  1.55818661E-01,  2.73303145E+00,  1.10405037E+00,
2461248.625000000, A.D. 2026-Jul-27 03:00:00.0000, -4.927438874780608E+06, -7.706732986952689E+07, -3.096214251887896E+07,  4.743987840615925E+01,  4.803011835223155E+00,  3.679664179101802E+00,  7.18650519E+06,  6.77031384E+05,  5.82295945E+05,  1.49883895E-01,  2.73542463E+00,  1.10476060E+00,
2461248.666666667, A.D. 2026-Jul-27 04:00:00.0000, -4.756648219503965E+06, -7.704992199988368E+07, -3.094884820301510E+07,  4.744379543390999E+01,  4.868036451970812E+00,  3.706069867813249E+00,  7.18703407E+06,  6.86883198E+05,  5.86274351E+05,  1.43934897E-01,  2.73780300E+00,  1.10546430E+00,
2461248.708333333, A.D. 2026-Jul-27 05:00:00.0000, -4.585843717324059E+06, -7.703227993818858E+07, -3.093545879424122E+07,  4.744757107306449E+01,  4.933118472208854E+00,  3.732493547820408E+00,  7.18754150E+06,  6.96743547E+05,  5.90255280E+05,  1.37971713E-01,  2.74016650E+00,  1.10616144E+00,
2461248.750000000, A.D. 2026-Jul-27 06:00:00.0000, -4.415025877854294E+06, -7.701440347842190E+07, -3.092197422806685E+07,  4.745120498141053E+01,  4.998257543889949E+00,  3.758935064376744E+00,  7.18802745E+06,  7.06612378E+05,  5.94238706E+05,  1.31994392E-01,  2.74251502E+00,  1.10685200E+00,
2461248.791666667, A.D. 2026-Jul-27 07:00:00.0000, -4.244195211943601E+06, -7.699629241583559E+07, -3.090839444056042E+07,  4.745469681786239E+01,  5.063453312928474E+00,  3.785394261953880E+00,  7.18849185E+06,  7.16489636E+05,  5.98224606E+05,  1.26002983E-01,  2.74484850E+00,  1.10753593E+00,
2461248.833333333, A.D. 2026-Jul-27 08:00:00.0000, -4.073352231661180E+06, -7.697794654695937E+07, -3.089471936835119E+07,  4.745804624247550E+01,  5.128705423206219E+00,  3.811870984244422E+00,  7.18893465E+06,  7.26375268E+05,  6.02212956E+05,  1.19997536E-01,  2.74716683E+00,  1.10821321E+00,
2461248.875000000, A.D. 2026-Jul-27 09:00:00.0000, -3.902497450297956E+06, -7.695936566960865E+07, -3.088094894863262E+07,  4.746125291646080E+01,  5.194013516571787E+00,  3.838365074162257E+00,  7.18935581E+06,  7.36269219E+05,  6.06203733E+05,  1.13978099E-01,  2.74946994E+00,  1.10888380E+00,
2461248.916666667, A.D. 2026-Jul-27 10:00:00.0000, -3.731631382367985E+06, -7.694054958289242E+07, -3.086708311916544E+07,  4.746431650219910E+01,  5.259377232840091E+00,  3.864876373842874E+00,  7.18975528E+06,  7.46171433E+05,  6.10196912E+05,  1.07944723E-01,  2.75175775E+00,  1.10954767E+00,
2461248.958333333, A.D. 2026-Jul-27 11:00:00.0000, -3.560754543593031E+06, -7.692149808721943E+07, -3.085312181827967E+07,  4.746723666325587E+01,  5.324796209798356E+00,  3.891404724646327E+00,  7.19013300E+06,  7.56081856E+05,  6.14192468E+05,  1.01897460E-01,  2.75403016E+00,  1.11020479E+00,
2461249.000000000, A.D. 2026-Jul-27 12:00:00.0000, -3.389867450903870E+06, -7.690221098430599E+07, -3.083906498487784E+07,  4.747001306439553E+01,  5.390270083205816E+00,  3.917949967157645E+00,  7.19048892E+06,  7.66000431E+05,  6.18190378E+05,  9.58363611E-02,  2.75628710E+00,  1.11085514E+00,
2461249.041666667, A.D. 2026-Jul-27 13:00:00.0000, -3.218970622441539E+06, -7.688268807718399E+07, -3.082491255843823E+07,  4.747264537159607E+01,  5.455798486793498E+00,  3.944511941187272E+00,  7.19082300E+06,  7.75927104E+05,  6.22190617E+05,  8.97614790E-02,  2.75852848E+00,  1.11149866E+00,
2461249.083333333, A.D. 2026-Jul-27 14:00:00.0000, -3.048064577541695E+06, -7.686292917020689E+07, -3.081066447901671E+07,  4.747513325206280E+01,  5.521381052270898E+00,  3.971090485774299E+00,  7.19113519E+06,  7.85861817E+05,  6.26193160E+05,  8.36728665E-02,  2.76075421E+00,  1.11213534E+00,
2461249.125000000, A.D. 2026-Jul-27 15:00:00.0000, -2.877149836735996E+06, -7.684293406905761E+07, -3.079632068725000E+07,  4.747747637424649E+01,  5.587017409324513E+00,  3.997685439186443E+00,  7.19142543E+06,  7.95804515E+05,  6.30197983E+05,  7.75705771E-02,  2.76296422E+00,  1.11276515E+00,
2461249.166666667, A.D. 2026-Jul-27 16:00:00.0000, -2.706226921752843E+06, -7.682270258075652E+07, -3.078188112435890E+07,  4.747967440785246E+01,  5.652707185620106E+00,  4.024296638921429E+00,  7.19169368E+06,  8.05755140E+05,  6.34205061E+05,  7.14546652E-02,  2.76515841E+00,  1.11338804E+00,
2461249.208333333, A.D. 2026-Jul-27 17:00:00.0000, -2.535296355501873E+06, -7.680223451366735E+07, -3.076734573215017E+07,  4.748172702385905E+01,  5.718450006807878E+00,  4.050923921709673E+00,  7.19193989E+06,  8.15713636E+05,  6.38214368E+05,  6.53251856E-02,  2.76733671E+00,  1.11400400E+00,
2461249.250000000, A.D. 2026-Jul-27 18:00:00.0000, -2.364358662074889E+06, -7.678152967750511E+07, -3.075271445301968E+07,  4.748363389453118E+01,  5.784245496523109E+00,  4.077567123515058E+00,  7.19216400E+06,  8.25679945E+05,  6.42225881E+05,  5.91821936E-02,  2.76949902E+00,  1.11461298E+00,
2461249.291666667, A.D. 2026-Jul-27 19:00:00.0000, -2.193414366746801E+06, -7.676058788334404E+07, -3.073798722995571E+07,  4.748539469343501E+01,  5.850093276386550E+00,  4.104226079535627E+00,  7.19236598E+06,  8.35654009E+05,  6.46239573E+05,  5.30257456E-02,  2.77164528E+00,  1.11521496E+00,
2461249.333333333, A.D. 2026-Jul-27 20:00:00.0000, -2.022463995959717E+06, -7.673940894362347E+07, -3.072316400654072E+07,  4.748700909545273E+01,  5.915992966011360E+00,  4.130900624206935E+00,  7.19254577E+06,  8.45635771E+05,  6.50255420E+05,  4.68558982E-02,  2.77377538E+00,  1.11580990E+00,
2461249.375000000, A.D. 2026-Jul-27 21:00:00.0000, -1.851508077323781E+06, -7.671799267215577E+07, -3.070824472695455E+07,  4.748847677679719E+01,  5.981944183003691E+00,  4.157590591202815E+00,  7.19270333E+06,  8.55625172E+05,  6.54273396E+05,  4.06727093E-02,  2.77588926E+00,  1.11639777E+00,
2461249.416666667, A.D. 2026-Jul-27 22:00:00.0000, -1.680547139617948E+06, -7.669633888413413E+07, -3.069322933597769E+07,  4.748979741502652E+01,  6.047946542963374E+00,  4.184295813436199E+00,  7.19283860E+06,  8.65622153E+05,  6.58293476E+05,  3.44762371E-02,  2.77798682E+00,  1.11697855E+00,
2461249.458333333, A.D. 2026-Jul-27 23:00:00.0000, -1.509581712773925E+06, -7.667444739613861E+07, -3.067811777899303E+07,  4.749097068905898E+01,  6.113999659491186E+00,  4.211016123062593E+00,  7.19295154E+06,  8.75626657E+05,  6.62315633E+05,  2.82665416E-02,  2.78006798E+00,  1.11755220E+00,
2461249.500000000, A.D. 2026-Jul-28 00:00:00.0000, -1.338612327876842E+06, -7.665231802614383E+07, -3.066291000198901E+07,  4.749199627918762E+01,  6.180103144189736E+00,  4.237751351480975E+00,  7.19304210E+06,  8.85638623E+05,  6.66339843E+05,  2.20436843E-02,  2.78213266E+00,  1.11811869E+00,
2461249.541666667, A.D. 2026-Jul-28 01:00:00.0000, -1.167639517165874E+06, -7.662995059352696E+07, -3.064760595156294E+07,  4.749287386709501E+01,  6.246256606664462E+00,  4.264501329334739E+00,  7.19311024E+06,  8.95657992E+05,  6.70366079E+05,  1.58077322E-02,  2.78418078E+00,  1.11867798E+00,
2461249.583333333, A.D. 2026-Jul-28 02:00:00.0000, -9.966638140180192E+05, -7.660734491907346E+07, -3.063220557492268E+07,  4.749360313586799E+01,  6.312459654531214E+00,  4.291265886515297E+00,  7.19315590E+06,  9.05684704E+05,  6.74394315E+05,  9.55877079E-03,  2.78621226E+00,  1.11923006E+00,
2461249.625000000, A.D. 2026-Jul-28 03:00:00.0000, -8.256857529486140E+05, -7.658450082498495E+07, -3.061670881988980E+07,  4.749418377001243E+01,  6.378711893417462E+00,  4.318044852163114E+00,  7.19317905E+06,  9.15718700E+05,  6.78424526E+05,  3.29708037E-03,  2.78822700E+00,  1.11977488E+00,
2461249.666666667, A.D. 2026-Jul-28 04:00:00.0000, -6.547058696117927E+05, -7.656141813488711E+07, -3.060111563490280E+07,  4.749461545546801E+01,  6.445012926963592E+00,  4.344838054668768E+00,  7.19317962E+06,  9.25759918E+05,  6.82456686E+05,  2.97890707E-03,  2.79022494E+00,  1.12031242E+00,
